Name,Qualification,Experience_in_years,Fees,Website,Degree,Specialization
Dr. Pankaj Rao,"BDS, MDS - Conservative Dentistry & Endodontics",17.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-pankaj-rao-dentist?practice_id=676006&specialization=Doctor&referrer=doctor_listing&page_uid=48374c8c-1d4e-4c1f-94e1-5c7cafefaa1d,"BDS, MDS","Otolaryngology, Endodontics"
Dr. Arun Kant,"BDS, MDS - Prosthodontist And Crown Bridge",13.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-arun-kant-dentist?practice_id=704769&specialization=Doctor&referrer=doctor_listing&page_uid=48374c8c-1d4e-4c1f-94e1-5c7cafefaa1d,"BDS, MDS",Prosthodontics
Dr. Nidhi Bansal,BDS,19.0,400.0,https://www.practo.com/delhi//delhi/doctor/nidhi-bansal-1-dentist?practice_id=711977&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,BDS,
Dr. Atul Kumar Garg,"MBBS, MS - Orthopaedics",23.0,700.0,https://www.practo.com/delhi//delhi/doctor/dr-atul-kumar-garg-orthopedist?practice_id=709666&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,MBBS,Orthopedics
Dr. Swapnil Gupta,BDS,15.0,300.0,https://www.practo.com/delhi//delhi/doctor/dr-swapnil-gupta-dentist-2?practice_id=663888&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,BDS,
Dr. Karishma Bhatia,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MNAMS - Obstetrics & Gynaecology",12.0,500.0,https://www.practo.com/delhi//delhi/doctor/karishma-bhatia-gynecologist-obstetrician?practice_id=1324988&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,MBBS,
Dr. Neetu Singh,"BDS, MDS - Prosthodontist And Crown Bridge",16.0,500.0,https://www.practo.com/delhi//delhi/doctor/neetu-singh-1-dentist?practice_id=1258881&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,"BDS, MDS",Prosthodontics
Dr. Arun Antony,"MCh - Urology/Genito-Urinary Surgery, MS - General Surgery, MBBS",14.0,1100.0,https://www.practo.com/delhi//delhi/doctor/arun-antony-urologist?practice_id=1290507&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,MBBS,"Urology, General Practice"
Dr. Ashish Bansal,"BDS, MDS - Prosthodontist And Crown Bridge",12.0,400.0,https://www.practo.com/delhi//delhi/doctor/dr-ashish-bansal-dentist-1?practice_id=711977&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,"BDS, MDS",Prosthodontics
Dr. Dheeraj Bhardwaj,BVMS (Bachelor of Veterinary Medicine & Science),18.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-dheeraj-bhardwaj-veterinarian?practice_id=681116&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,,
Dr. Vijay Tanwar,"BDS, MDS - Orthodontics",11.0,500.0,https://www.practo.com/delhi//delhi/doctor/vijay-tanwar?practice_id=1131497&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,"BDS, MDS",Orthopedics
Dr. Meghana A,"MBBS, DNB - Obstetrics & Gynecology, DGO",15.0,650.0,https://www.practo.com/delhi//delhi/doctor/dr-meghana-lal-gynecologist-obstetrician?practice_id=1296936&specialization=Doctor&referrer=doctor_listing&page_uid=991c553b-73ef-4bfe-b1d6-6e55277854eb,MBBS,
Dr. Srijan Shilpi,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, Certificate in Cosmetic Dentistry",11.0,300.0,https://www.practo.com/delhi//delhi/doctor/dr-srijan-shilpi-dentist-2?practice_id=1066880&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,"BDS, MDS","Otolaryngology, Orthopedics"
Dr. Ankur Goyal,"MBBS, MS - Orthopaedics",,700.0,https://www.practo.com/delhi//delhi/doctor/ankur-goyal-1-orthopedist?practice_id=1264621&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,MBBS,Orthopedics
Dr. Neeti Sharma,BDS,13.0,350.0,https://www.practo.com/delhi//delhi/doctor/dr-neeti-sharma-dentist?practice_id=682433&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,BDS,
Dr. Ramandeep Singh Chawla,"BDS, MDS - Oral & Maxillofacial Surgery",13.0,400.0,https://www.practo.com/delhi//delhi/doctor/ramandeep-singh-chawla-1-dentist?practice_id=1114241&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,"BDS, MDS",
Dr. Ajay Pal Singh,BAMS,15.0,1500.0,https://www.practo.com/delhi//delhi/doctor/ajay-pal-singh-sexologist?practice_id=1144784&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,,
Dr. Smriti Goel,"MBBS, MS - Ophthalmology, DNB - Ophthalmology",28.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-smriti-goel-ophthalmologist-2?practice_id=702104&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,MBBS,Ophthalmology
Dr. Aman Sachdev,"BDS, MDS - Orthodontics",12.0,500.0,https://www.practo.com/delhi//delhi/doctor/aman-sachdev-dentist?practice_id=1114269&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,"BDS, MDS",Orthopedics
Dr. Sumit Aggarwal,BDS,12.0,300.0,https://www.practo.com/delhi//delhi/doctor/dr-sumit-agrawal-dentist-1?practice_id=895525&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,BDS,
Dr. Karuna Bector  Arora,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",12.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-karuna-bector-dentist?practice_id=792036&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,"BDS, MDS","Otolaryngology, Orthopedics"
Dr. Sumit Dubey,"BDS, MDS",20.0,600.0,https://www.practo.com/delhi//delhi/doctor/dr-sumit-dubey-dentist?practice_id=649188&specialization=Doctor&referrer=doctor_listing&page_uid=d9af6e57-8927-4b32-a9c9-b821aee226db,"BDS, MDS",
Dr. Khyati Bhatia Grover,"MBBS, MS - ENT, DNB - Otorhinolaryngology",13.0,600.0,https://www.practo.com/delhi//delhi/doctor/khyati-bhatia-grover-ear-nose-throat-ent-specialist?practice_id=712320&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,MBBS,Otolaryngology
Dr. Vikas Khanna,"BDS, MA - Psychology",22.0,1800.0,https://www.practo.com/delhi//delhi/therapist/highsandlows6-gmail-com-psychologist?practice_id=849805&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,BDS,Psychiatry
Dr. Shilpa Dhameja,"MBBS, DGO, DNB - Obstetrics & Gynecology",21.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-shilpa-dhameja-gynecologist-obstetrician?practice_id=1151140&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,MBBS,
Dr. Pranshu Tripathi,"BDS, MDS - Conservative Dentistry",13.0,500.0,https://www.practo.com/delhi//delhi/doctor/pranshu-tripathi-dentist?practice_id=1299363&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,"BDS, MDS",Otolaryngology
Dr. Vibhuti,"MBBS, DNB - Otorhinolaryngology",13.0,800.0,https://www.practo.com/delhi//delhi/doctor/vibhuti-ear-nose-throat-ent-specialist?practice_id=1312674&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,MBBS,Otolaryngology
Dr. Ruchir Chawla,BDS,13.0,350.0,https://www.practo.com/delhi//delhi/doctor/dr-ruchir-chawla-dentist?practice_id=682433&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,BDS,
Dr. Saurabh Gupta,"BDS, MDS - Prosthodontics",29.0,700.0,https://www.practo.com/delhi//delhi/doctor/dr-saurabh-gupta-dentist?practice_id=686987&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,"BDS, MDS",Prosthodontics
Dr. Ajaz Ahmad,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, Diploma in Physiotherapy",17.0,700.0,https://www.practo.com/delhi//delhi/therapist/dr-ajaz-ahmad-1?practice_id=1140171&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,Diploma,Orthopedics
Dr. Namrata Sharma,"BDS, MDS - Conservative Dentistry & Endodontics",13.0,700.0,https://www.practo.com/delhi//delhi/doctor/dr-namrata-sharma-dentist?practice_id=1180401&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,"BDS, MDS","Otolaryngology, Endodontics"
Dr. Nivedita Raizada,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",18.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-nivedita-raizada-gynecologist-obstetrician?practice_id=918746&specialization=Doctor&referrer=doctor_listing&page_uid=db839494-a776-439c-85b7-6be8a90b015a,MBBS,
Dr. Chhavi Bajaj,BDS,,350.0,https://www.practo.com/delhi//delhi/doctor/dental-paradise-dentist-1?practice_id=1223387&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,BDS,
Dr. Vaishali Aggarwal,BDS,13.0,300.0,https://www.practo.com/delhi//delhi/doctor/dr-vaishali-aggarwal-dentist-1?practice_id=895525&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,BDS,
Dr. Poonam Yadav,BDS,10.0,500.0,https://www.practo.com/delhi//delhi/doctor/poonam-yadav-dentist?practice_id=704769&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,BDS,
Dr. Anukriti Bansal Aggarwal,BDS,11.0,500.0,https://www.practo.com/delhi//delhi/doctor/anukriti-bansal-dentist?practice_id=1313336&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,BDS,
Dr. Shiv P Mahapatra,"MDS - Oral & Maxillofacial Surgery, BDS",11.0,500.0,https://www.practo.com/delhi//delhi/doctor/shiv-p-mahapatra-dentist?practice_id=1238422&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,"BDS, MDS",
Dr. Shivesh Mishra,"BDS, MDS - Periodontics",11.0,400.0,https://www.practo.com/delhi//delhi/doctor/dr-shivesh-mishra-dentist?practice_id=1125341&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,"BDS, MDS",Periodontology
Dr. Tejashri Shrotri,"MBBS, MS - Obstetrics & Gynaecology, FCPS - Mid. & Gynae",19.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-tejashri-shrotri-gynecologist-obstetrician?practice_id=1288657&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,MBBS,
Dr. Ankush Mutreja,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, FAICO (Fellow of All India Collegium of Ophthalmology)",15.0,600.0,https://www.practo.com/delhi//delhi/doctor/ankush-mutreja-ophthalmologist?practice_id=1103639&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,MBBS,Ophthalmology
Dr. Lalit K Garg,"MBBS, MS - Orthopaedics",17.0,900.0,https://www.practo.com/delhi//delhi/doctor/lalit-k-garg-orthopedist?practice_id=1249712&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,MBBS,Orthopedics
Dr. Ravinder Singh Chauhan,"MBBS, MS - ENT",15.0,900.0,https://www.practo.com/delhi//delhi/doctor/r-s-chauhan-ear-nose-throat-ent-specialist?practice_id=1125821&specialization=Doctor&referrer=doctor_listing&page_uid=3ef9f3fd-d6ed-4b53-9790-8f3fa611ae58,MBBS,Otolaryngology
Dr. Shalini Singh,"MBBS, MS - Obstetrics & Gynaecology",26.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-shalini-singh-12-gynecologist-obstetrician?practice_id=1122370&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,MBBS,
Dr. Kamal Goyal,"MS - ENT, DNB - ENT, MBBS",15.0,900.0,https://www.practo.com/delhi//delhi/doctor/dr-kamal-goyal?practice_id=1135719&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,MBBS,Otolaryngology
Dr. Gholam Sarwar   (Physiotherapist),"BPTh/BPT, Doctor of Chiropractic",15.0,700.0,https://www.practo.com/delhi//delhi/therapist/user-240?practice_id=1159234&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,,
Dr. Aakriti Bansal,BDS,,400.0,https://www.practo.com/delhi//delhi/doctor/aakriti-bansal-dentist?practice_id=711977&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,BDS,
Dr. Milind Sharma,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12.0,500.0,https://www.practo.com/delhi//delhi/doctor/milind-sharma-dentist?practice_id=1109513&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,"BDS, MDS","Otolaryngology, Orthopedics"
Dr. Vidhi Walia Mishra,"BDS, MDS - Paedodontics And Preventive Dentistry",10.0,400.0,https://www.practo.com/delhi//delhi/doctor/vidhi-walia-mishra-dentist?practice_id=1125341&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,"BDS, MDS",Otolaryngology
Dr. Amandeep Singh Arora,MDS - Paedodontics And Preventive Dentistry,,500.0,https://www.practo.com/delhi//delhi/doctor/amandeep-singh-arora-dentist?practice_id=792036&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,MDS,Otolaryngology
Dr. Rekha Sharma,BDS,21.0,600.0,https://www.practo.com/delhi//delhi/doctor/rekha-sharma-dentist?practice_id=1268062&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,BDS,
Dr. Rajat Sachdeva,"BDS, MDS - Oral Pathology and Oral Microbiology, DICOI",17.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-rajat-sachdeva-dentist?practice_id=1328081&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,"BDS, MDS",
Dr. Ranendra Chaudhry,"MBBS, MS - General Surgery",53.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-ranendra-chaudhry-general-surgeon?practice_id=1365095&specialization=Doctor&referrer=doctor_listing&page_uid=a15655d5-d99c-48e2-a714-67da06d587e3,MBBS,General Practice
Dr. Bhagwat N Rajput,"MBBS, DNB - Psychiatry",16.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-bhagwat-narayan-raj-psychiatrist?practice_id=1148324&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,MBBS,Psychiatry
Dr. Mehak Nagpal Sharma,"BDS, MDS - Paedodontics And Preventive Dentistry",12.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-mehak-nagpal-sharma-dentist?practice_id=1109513&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,"BDS, MDS",Otolaryngology
Dr. Poonam Valecha,BDS,23.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-poonam-valecha-dentist?practice_id=1267505&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,BDS,
Dr. Simrata Garg,"BDS, MDS - Oral Pathology and Oral Microbiology",14.0,500.0,https://www.practo.com/delhi//delhi/doctor/simrata-dentist?practice_id=1263050&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,"BDS, MDS",
Dr. Priya Gupta,"MD - Pediatrics, MBBS",12.0,700.0,https://www.practo.com/delhi//delhi/doctor/dr-priya-gupta-3-pediatrician?practice_id=1210225&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,"MBBS, MD",Pediatrics
Dr. Nikhil,BDS,,500.0,https://www.practo.com/delhi//delhi/doctor/dr-nikhil-raghav-dentist?practice_id=1271982&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,BDS,
Dr. Anashwar Bhalla,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",14.0,500.0,https://www.practo.com/delhi//delhi/doctor/anashwar-bhalla-dentist?practice_id=1240264&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,"BDS, MDS","Otolaryngology, Orthopedics"
Dr. Amit Sagar,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",15.0,700.0,https://www.practo.com/delhi//delhi/doctor/dr-amit-sagar-dentist?practice_id=1180401&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,"BDS, MDS","Otolaryngology, Orthopedics"
Dr. Rasleen Ahuja,MDS - Prosthodontics,,300.0,https://www.practo.com/delhi//delhi/doctor/dr-rasleen-ahuja-1?practice_id=1141246&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,MDS,Prosthodontics
Ms. Mala Vohra Khanna,M.Phil - Clinical Psychology,,1000.0,https://www.practo.com/delhi//delhi/therapist/mala-vohra-khanna-psychologist-2?practice_id=1304654&specialization=Doctor&referrer=doctor_listing&page_uid=6de8264d-ef66-429a-abd5-edb61d829455,,Psychiatry
Dr. Ankur Gupta,"MDS - Orthodontics, BDS",12.0,300.0,https://www.practo.com/delhi//delhi/doctor/ankur-gupta-6-dentist?practice_id=1320827&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,"BDS, MDS",Orthopedics
Dr. C B Singh,BHMS,11.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-singh-11?practice_id=1404057&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,,
Dr. Avantika Sharma,"BDS, MDS - Oral & Maxillofacial Surgery",10.0,500.0,https://www.practo.com/delhi//delhi/doctor/avantika-tripathi-dentist?practice_id=1299363&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,"BDS, MDS",
Dr. Gaurav Garg,"MBBS, MD - Ophthalmology",,600.0,https://www.practo.com/delhi//delhi/doctor/gaurav-garg-1-ophthalmologist?practice_id=1374367&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,"MBBS, MD",Ophthalmology
Dr. Stuti Ranjan Chawla,"MD - Physician, DGO",24.0,600.0,https://www.practo.com/delhi//delhi/doctor/dr-stuti-ranjan-chawla-gynecologist-obstetrician-1?practice_id=1346725&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,MD,General Practice
Dr. Piyush Malik,BDS,13.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-piyush-malik-dentist?practice_id=1314885&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,BDS,
Dr. Shivani Nivedita,"BDS, MDS - Orthodontics",13.0,500.0,https://www.practo.com/delhi//delhi/doctor/shivani-nivedita-dentist?practice_id=1241255&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,"BDS, MDS",Orthopedics
Dr. Mohan Chand,"MBBS, MS - Orthopaedics",22.0,700.0,https://www.practo.com/delhi//delhi/doctor/mohan-chand-orthopedist?practice_id=723180&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,MBBS,Orthopedics
Dr. Dhruv Bibra,"MBBS, Diploma in Anesthesiology, DNB - Anaesthesia",17.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-dhruv-bibra-anesthesiologist-1?practice_id=709033&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,"MBBS, Diploma",Anesthesiology
Dr. Sunny Chopra,"MBBS, MS - Orthopaedics",13.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-sunny-chopra-orthopedist-2?practice_id=1138673&specialization=Doctor&referrer=doctor_listing&page_uid=4c86554a-c245-4ff2-941f-5905d371d123,MBBS,Orthopedics
Dr. R.C Upadhyaya,DHMS (Diploma in Homeopathic Medicine and Surgery),36.0,1300.0,https://www.practo.com/delhi//delhi/doctor/dr-r-c-upadhayaya-homeopath?practice_id=1132689&specialization=Doctor&referrer=doctor_listing&page_uid=946405c6-96d1-4dc4-91f7-ff4f1571a2e9,Diploma,
Dr. Shilpi Bansal,"MD - Dermatology , Venereology & Leprosy, MBBS",,600.0,https://www.practo.com/delhi//delhi/doctor/shilpi-bansal-1-dermatologist?practice_id=1249094&specialization=Doctor&referrer=doctor_listing&page_uid=946405c6-96d1-4dc4-91f7-ff4f1571a2e9,"MBBS, MD",Dermatology
Dr. Naveen CR,BAMS,13.0,1000.0,https://www.practo.com/delhi//delhi/doctor/naveen-c-r-ayurveda-1?practice_id=652426&specialization=Doctor&referrer=doctor_listing&page_uid=946405c6-96d1-4dc4-91f7-ff4f1571a2e9,,
Dr. Kunal Aneja,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics, FICS",10.0,800.0,https://www.practo.com/delhi//delhi/doctor/kunal-aneja-pain-management-specialist?practice_id=1156497&specialization=Doctor&referrer=doctor_listing&page_uid=946405c6-96d1-4dc4-91f7-ff4f1571a2e9,MBBS,Orthopedics
Dr. Rakesh,"MD - Dermatology , Venereology & Leprosy, MBBS",12.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-rakesh-jangra-dermatologist?practice_id=1192057&specialization=Doctor&referrer=doctor_listing&page_uid=946405c6-96d1-4dc4-91f7-ff4f1571a2e9,"MBBS, MD",Dermatology
Dr. Pranjal Joshi,"MBBS, MD - Dermatology , Venereology & Leprosy",12.0,900.0,https://www.practo.com/delhi//delhi/doctor/dr-pranjal-joshi-dermatologist?practice_id=1296161&specialization=Doctor&referrer=doctor_listing&page_uid=946405c6-96d1-4dc4-91f7-ff4f1571a2e9,"MBBS, MD",Dermatology
Dr. Praveen Yadav,"BDS, MDS - Oral & Maxillofacial Surgery and Oral Implantology",12.0,300.0,https://www.practo.com/delhi//delhi/doctor/dr-praveen-yadav-oral-surgeon?practice_id=1246593&specialization=Doctor&referrer=doctor_listing&page_uid=946405c6-96d1-4dc4-91f7-ff4f1571a2e9,"BDS, MDS",
Dr. Shailender Kumar Jain,"MBBS, MS - General Surgery",28.0,500.0,https://www.practo.com/delhi//delhi/doctor/shailendra-jain-general-surgeon?practice_id=1118185&specialization=Doctor&referrer=doctor_listing&page_uid=946405c6-96d1-4dc4-91f7-ff4f1571a2e9,MBBS,General Practice
Dr. Dhruv Yadav,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",13.0,600.0,https://www.practo.com/delhi//delhi/doctor/dr-dhruv-yadav?practice_id=1268062&specialization=Doctor&referrer=doctor_listing&page_uid=946405c6-96d1-4dc4-91f7-ff4f1571a2e9,"BDS, MDS","Otolaryngology, Orthopedics"
Dr. Vikee Singh,"BDS, MSc., MFGDP - Membership of the Faculty of General Dental Practitioners, MDS - Oral & Maxillofacial Surgery",23.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-vikee-dentist?practice_id=741728&specialization=Doctor&referrer=doctor_listing&page_uid=6e5953e8-ca26-486c-8bbb-256c8e3ab095,"BDS, MDS","Otolaryngology, General Practice, Dentistry"
Dr. Indu Kumari,"MBBS, MD - Dermatology , Venereology & Leprosy",12.0,1000.0,https://www.practo.com/delhi//delhi/doctor/indu-kumari-dermatologist-1?practice_id=1280139&specialization=Doctor&referrer=doctor_listing&page_uid=6e5953e8-ca26-486c-8bbb-256c8e3ab095,"MBBS, MD",Dermatology
Dr. Apala Singh,"MBBS, M.D. (Psychiatry)",,1000.0,https://www.practo.com/delhi//delhi/doctor/apala-singh-psychiatrist?practice_id=1397285&specialization=Doctor&referrer=doctor_listing&page_uid=6e5953e8-ca26-486c-8bbb-256c8e3ab095,MBBS,Psychiatry
Dr. Shabnam,"MBBS, DNB - Obstetrics & Gynecology",18.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-shabnam-2-general-physician?practice_id=1256606&specialization=Doctor&referrer=doctor_listing&page_uid=6e5953e8-ca26-486c-8bbb-256c8e3ab095,MBBS,
Dr. Unnati Gupta,BDS,27.0,700.0,https://www.practo.com/delhi//delhi/doctor/dr-unnati-gupta-dentist?practice_id=686987&specialization=Doctor&referrer=doctor_listing&page_uid=6e5953e8-ca26-486c-8bbb-256c8e3ab095,BDS,
Dr. Syed Nazim Hussain,"MD - Physician, DNB - Dermatology & Venereology, Diploma in Dermatology",18.0,1500.0,https://www.practo.com/delhi//delhi/doctor/syed-nazim-hussain-dermatologist?practice_id=1131341&specialization=Doctor&referrer=doctor_listing&page_uid=6e5953e8-ca26-486c-8bbb-256c8e3ab095,"MD, Diploma","Dermatology, General Practice"
Dr. Saurabh Bansal,"MBBS, DNB - General Surgery, FNB - Minimal Access Surgery",17.0,1000.0,https://www.practo.com/delhi//delhi/doctor/saurabh-bansal-laparoscopic-surgeon?practice_id=1365250&specialization=Doctor&referrer=doctor_listing&page_uid=6e5953e8-ca26-486c-8bbb-256c8e3ab095,MBBS,General Practice
Dr. Shyla Vahab,BAMS,29.0,500.0,https://www.practo.com/delhi//delhi/doctor/shyla-vahab-ayurveda?practice_id=1295047&specialization=Doctor&referrer=doctor_listing&page_uid=6e5953e8-ca26-486c-8bbb-256c8e3ab095,,
Dr. Navnit Haror,"DDVL, MBBS",10.0,1000.0,https://www.practo.com/delhi//delhi/doctor/navnit-haror-dermatologist-1?practice_id=1220687&specialization=Doctor&referrer=doctor_listing&page_uid=6e5953e8-ca26-486c-8bbb-256c8e3ab095,MBBS,
Dr. Deepak Verma,"MBBS, M.D. (Psychiatry)",17.0,1500.0,https://www.practo.com/delhi//delhi/doctor/deepak-verma-3-psychiatrist?practice_id=1234203&specialization=Doctor&referrer=doctor_listing&page_uid=33e9aead-9c7d-474d-a319-86aaff0cb7f0,MBBS,Psychiatry
